ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
CKN9,heliport,Shilo (Flewin Field) Heliport,1223,NA,CA,CA-MB,Shilo,CKN9,,CKN9,"-99.63890075683594, 49.780799865722656"
CKP2,small_airport,Spring Valley (North) Airport,2200,NA,CA,CA-SK,Spring Valley,CKP2,,CKP2,"-105.4020004272461, 50.060001373291016"
CKP3,seaplane_base,Minaki/Pistol Lake Seaplane Base,1037,NA,CA,CA-ON,,CKP3,,CKP3,"-94.7166976928711, 49.983299255371094"
CKP4,closed,Pukatawagan Seaplane Base,898,NA,CA,CA-MB,Pukatawagan,,,KP4,"-101.327002, 55.736696"
CKP5,seaplane_base,Southend Seaplane Base,1106,NA,CA,CA-SK,,CKP5,,CKP5,"-103.282997, 56.333302"
CKP6,seaplane_base,Round Lake (Weagamow Lake) Seaplane Base,951,NA,CA,CA-ON,,CKP6,,CKP6,"-91.34919738769531, 52.948299407958984"
CKP7,heliport,Sensenbrenner Hospital Heliport,725,NA,CA,CA-ON,Kapuskasing,CKP7,,CKP7,"-82.426501, 49.4264"
CKP8,seaplane_base,Obre Lake/North of Sixty Seaplane Base,,NA,CA,CA-NT,,CKP8,,CKP8,"-103.12699890136719, 60.3203010559082"
CKQ2,small_airport,Squaw Rapids Airport,1040,NA,CA,CA-SK,Squaw Rapids,CKQ2,,CKQ2,"-103.3499984741211, 53.6786003112793"
CKQ3,small_airport,North Spirit Lake Airport,1082,NA,CA,CA-ON,North Spirit Lake,CKQ3,YNO,CKQ3,"-92.97109985351562, 52.4900016784668"
CKQ4,seaplane_base,Rainy River Seaplane Base,1062,NA,CA,CA-ON,,CKQ4,,CKQ4,"-94.56670379638672, 48.71670150756836"
CKQ5,small_airport,Lucky Lake Airport,2084,NA,CA,CA-SK,Lucky Lake,CKQ5,,CKQ5,"-107.13099670410156, 50.99420166015625"
CKQ6,small_airport,Erickson Municipal Airport,2114,NA,CA,CA-MB,Erickson,CKQ6,,CKQ6,"-99.89779663085938, 50.4994010925293"
CKQ7,small_airport,Vermilion Bay Airport,1284,NA,CA,CA-ON,Vermilion Bay,CKQ7,,CKQ7,"-93.4364013671875, 49.87969970703125"
CKQ8,small_airport,McArthur River Airport,1718,NA,CA,CA-SK,Mcarthur River,CKQ8,,CKQ8,"-105.02400207519531, 57.76750183105469"
CKQ9,small_airport,Pine Dock Airport,750,NA,CA,CA-MB,Pine Dock,CKQ9,,CKQ9,"-96.81079864501953, 51.619998931884766"
CKR3,small_airport,Ste. Rose Du Lac Airport,900,NA,CA,CA-MB,Ste. Rose Du Lac,CKR3,,CKR3,"-99.49530029296875, 51.04079818725586"
CKR4,small_airport,Lundar Airport,830,NA,CA,CA-MB,Lundar,CKR4,,CKR4,"-98.05670166015625, 50.70330047607422"
CKR5,closed,Lumsden (Metz) Airport,1791,NA,CA,CA-SK,Lumsden,CKR5,,CKR5,"-104.96900177, 50.717201232899995"
CKR7,small_airport,Virden (Gabrielle Farm) Airport,1440,NA,CA,CA-MB,Virden,CKR7,,CKR7,"-100.95600128173828, 49.784698486328125"
CKR9,small_airport,Outlook Airport,1771,NA,CA,CA-SK,Outlook,CKR9,,CKR9,"-107.03700256347656, 51.48249816894531"
CKS2,seaplane_base,Kennisis Lake Seaplane Base,1227,NA,CA,CA-ON,Kennisis Lake,CKS2,,CKS2,"-78.622, 45.234"
CKS3,small_airport,Cudworth Airport,1875,NA,CA,CA-SK,Cudworth,CKS3,,CKS3,"-105.76399993896484, 52.48809814453125"
CKS4,seaplane_base,Red Lake Seaplane Base,1165,NA,CA,CA-ON,,CKS4,,CKS4,"-93.83329772949219, 51.03329849243164"
CKS6,small_airport,Bryant Airport,1970,NA,CA,CA-SK,Estevan,CKS6,,CKS6,"-103.14399719238281, 49.40999984741211"
CKS7,small_airport,Wadena Airport,1740,NA,CA,CA-SK,Wadena,CKS7,,CKS7,"-103.833761215, 51.92944807589999"
CKS8,small_airport,Cree Lake (Crystal Lodge) Airport,1615,NA,CA,CA-SK,Cree Lake,CKS8,,CKS8,"-106.748001, 57.464199"
CKS9,small_airport,Shepherd's Landing Airport,675,NA,CA,CA-ON,Kincardine,CKS9,,CKS9,"-81.69830322265625, 44.11750030517578"
CKT2,closed,Thompson (Canadian Helicopters) Heliport,630,NA,CA,CA-MB,Thompson,CKT2,,CKT2,"-97.81670379638672, 55.766700744628906"
CKT3,seaplane_base,Nestor Falls Seaplane Base,1076,NA,CA,CA-ON,,CKT3,,CKT3,"-93.91670227050781, 49.11669921875"
CKT4,seaplane_base,Red Sucker Lake Seaplane Base,720,NA,CA,CA-MB,,CKT4,,CKT4,"-93.56330108642578, 54.154701232910156"
CKT5,small_airport,Hartney Airport,1450,NA,CA,CA-MB,Hartney,CKT5,,CKT5,"-100.55000305175781, 49.45000076293945"
CKT6,heliport,St-Remi-D'Amherst / Kanata Tremblant Resort Heliport,950,NA,CA,CA-QC,,CKT6,,CKT6,"-74.7497222, 45.9916667"
CKT7,small_airport,Wakaw Airport,1660,NA,CA,CA-SK,Wakaw,CKT7,,CKT7,"-105.763063431, 52.6490522523"
CKT8,seaplane_base,Pine Dock Seaplane Base,712,NA,CA,CA-MB,,CKT8,,CKT8,"-96.81719970703125, 51.610801696777344"
CKU2,small_airport,Treherne Airport,1200,NA,CA,CA-MB,Treherne,CKU2,,CKU2,"-98.66639709472656, 49.631099700927734"
CKU3,seaplane_base,Nipawin Seaplane Base,1029,NA,CA,CA-SK,,CKU3,,CKU3,"-104.01699829101562, 53.400001525878906"
CKU4,small_airport,Cut Knife Airport,2100,NA,CA,CA-SK,Cut Knife,CKU4,,CKU4,"-109.01699829101562, 52.733299255371094"
CKU5,small_airport,Imperial Airport,1665,NA,CA,CA-SK,Imperial,CKU5,,CKU5,"-105.4000015258789, 51.349998474121094"
CKU6,small_airport,Grenfell Airport,1964,NA,CA,CA-SK,Grenfell,CKU6,,CKU6,"-102.93499755859375, 50.4192008972168"
CKU7,small_airport,Watrous Airport,1700,NA,CA,CA-SK,Watrous,CKU7,,CKU7,"-105.362319946, 51.68713736"
CKV2,small_airport,Kelvington Airport,1860,NA,CA,CA-SK,Kelvington,CKV2,,CKV2,"-103.53500366210938, 52.13330078125"
CKV3,heliport,Dryden Best Western Heliport,1200,NA,CA,CA-ON,Dryden,CKV3,,CKV3,"-92.83329772949219, 49.78329849243164"
CKV4,small_airport,North of Sixty Airport,1195,NA,CA,CA-NT,Obre Lake,CKV4,YDW,CKV4,"-103.12899780273, 60.316398620605"
CKV5,seaplane_base,Stewart Lake Seaplane Base,1200,NA,CA,CA-ON,,CKV5,,CKV5,"-93.716698, 49.8167"
CKV6,small_airport,Churchbridge Airport,1745,NA,CA,CA-SK,Churchbridge,CKV6,,CKV6,"-101.81700134277344, 51.016700744628906"
CKV7,small_airport,Wawota Airport,2168,NA,CA,CA-SK,Wawota,CKV7,,CKV7,"-102.03045845, 49.8944823433"
CKV8,heliport,Kentville (Valley Regional Hospital) Heliport,80,NA,CA,CA-NS,Kentville,CKV8,,CKV8,"-64.5002254844, 45.08171042359999"
CKV9,heliport,Country Gardens B&B Heliport,915,NA,CA,CA-AB,Fort Vermilion,CKV9,,CKV9,"-115.948998, 58.350602"
CKW3,seaplane_base,Nestor Falls/Sabaskong Bay Seaplane Base,1060,NA,CA,CA-ON,,CKW3,,CKW3,"-93.93329620361328, 49.13330078125"
CKW5,seaplane_base,Stony Rapids Seaplane Base,686,NA,CA,CA-SK,,CKW5,,CKW5,"-105.83100128173828, 59.2599983215332"
CKW6,small_airport,Davin Lake Airport,1200,NA,CA,CA-SK,Davin Lake,CKW6,,CKW6,"-103.58300018310547, 56.88330078125"
CKW7,closed,Wilkie Airport,2149,NA,CA,CA-SK,Wilkie,,,,"-108.720001, 52.403099"
CKW8,seaplane_base,Knee Lake Seaplane Base,577,NA,CA,CA-MB,,CKW8,,CKW8,"-94.80750274658203, 54.89080047607422"
CKX2,closed,Warren / Woodlands Airport,817,NA,CA,CA-MB,Warren,,,,"-97.591104, 50.159401"
CKX3,closed,Eagle River Airport,1210,NA,CA,CA-ON,Eagle River,CKX3,,CKX3,"-93.1401157379, 49.7556525536"
CKX4,small_airport,Fisher Branch Airport,825,NA,CA,CA-MB,Fisher Branch,CKX4,,CKX4,"-97.4832992553711, 51.08330154418945"
CKX5,small_airport,Dinsmore Airport,1900,NA,CA,CA-SK,Dinsmore,CKX5,,CKX5,"-107.43800354003906, 51.33060073852539"
CKX8,small_airport,Big River Airport,1592,NA,CA,CA-SK,Big River,CKX8,,CKX8,"-107.00900268554688, 53.83610153198242"
CKY2,small_airport,Whitewood Airport,2000,NA,CA,CA-SK,Whitewood,CKY2,,CKY2,"-102.274475098, 50.3347783814"
CKY3,seaplane_base,Norway House Seaplane Base,712,NA,CA,CA-MB,,CKY3,,CKY3,"-97.79389953613281, 53.98529815673828"
CKY4,seaplane_base,Killarney (Killarney Mountain Lodge) Seaplane Base,570,NA,CA,CA-ON,Killarney,CKY4,,CKY4,"-81.507547, 45.96882"
CKY6,closed,Gainsborough Airport,1650,NA,CA,CA-SK,Gainsborough,CKY6,,CKY6,"-101.432998657, 49.1833000183"
CKY8,small_airport,Arkayla Springs Airport,4000,NA,CA,CA-AB,Cochrane,CKY8,,CKY8,"-114.774002, 51.2047"
CKZ2,closed,Willow Bunch Airport,2427,NA,CA,CA-SK,Willow Bunch,,,,"-105.667, 49.400002"
CKZ3,small_airport,Elk Island Airport,625,NA,CA,CA-MB,Elk Island,CKZ3,,CKZ3,"-94.14530181884766, 54.6713981628418"
CKZ6,small_airport,Louise Municipal Airport,1525,NA,CA,CA-MB,Crystal City-Pilot Mound,CKZ6,,CKZ6,"-98.88079833984375, 49.14720153808594"
CKZ7,small_airport,Winkler Airport,850,NA,CA,CA-MB,Winkler,CKZ7,,CKZ7,"-97.92030334472656, 49.166900634765625"
CLA2,small_airport,L'Assomption Airport,52,NA,CA,CA-QC,L'Assomption,CLA2,,CLA2,"-73.46060180664062, 45.82310104370117"
CLA4,small_airport,Holland Landing Airpark,855,NA,CA,CA-ON,Holland Landing,CLA4,,CLA4,"-79.49500274658203, 44.08940124511719"
cla5,small_airport,Lethbridge / Anderson Field,3020,NA,CA,CA-AB,Lethbridge,CLA5,,,"-112.772777778, 49.6569444445"
CLA6,small_airport,Lancaster Airpark,145,NA,CA,CA-ON,Bainsville,CLA6,,,"-74.36100006103516, 45.200401306152344"
CLB2,small_airport,Plattsville (Lubitz Flying Field),980,NA,CA,CA-ON,,CLB2,,,"-80.548611, 43.305833"
CLB6,seaplane_base,La Grande-4/Lac Bottine Seaplane Base,,NA,CA,CA-QC,,CLB6,,CLB6,"-73.720801, 53.7094"
CLC2,small_airport,London / Chapeskie Field,930,NA,CA,CA-ON,London,CLC2,,CLC2,"-81.1256027222, 43.0682983398"
CLC3,heliport,Calgary (Peter Lougheed Centre) Heliport,3562,NA,CA,CA-AB,Calgary,CLC3,,,"-113.986330032, 51.0781955893"
CLC4,small_airport,Loon Creek Airfield,1816,NA,CA,CA-SK,,CLC4,,CLC4,"-104.323, 50.8434"
CLD2,heliport,Edmonton / Leduc Heliport,2411,NA,CA,CA-AB,Leduc,CLD2,,CLD2,"-113.542599, 53.253172"
CLD3,seaplane_base,Burns Lake (LD Air) Water Aerodrome,2300,NA,CA,CA-BC,Burns Lake,CLD3,,CLD3,"-125.756901, 54.21"
CLE4,small_airport,Lower East Pubnico (La Field) Airport,107,NA,CA,CA-NS,Lower East Pubnico,CLE4,,CLE4,"-65.76190185546875, 43.62220001220703"
CLG3,small_airport,Liege / CNRL Airport,1728,NA,CA,CA-AB,Liege,CLG3,,CLG3,"-113.194000244, 57.0018997192"
CLG7,small_airport,Fort McMurray / Legend Airfield,2061,NA,CA,CA-AB,Fort McMurray,CLG7,,CLG7,"-112.895556, 57.196944"
CLH2,heliport,Stettler (Health Centre) Heliport,2694,NA,CA,CA-AB,Stettler,CLH2,,CLH2,"-112.725257277, 52.3231535577"
CLH4,heliport,Lethbridge (Regional Hospital) Heliport,2993,NA,CA,CA-AB,Lethbridge,CLH4,,CLH4,"-112.815631628, 49.6859684741"
CLH5,small_airport,Bobcaygeon / Chesher Lakehurst,892,NA,CA,CA-ON,,CLH5,,CLH5,"-78.44827, 44.525564"
clj3,small_airport,Lethbridge / J3 Airfield,2910,NA,CA,CA-AB,,CLJ3,,,"-112.738330364, 49.741621471100004"
CLK3,small_airport,Lucknow Airpark,960,NA,CA,CA-ON,Lucknow,CLK3,,CLK3,"-81.49330139160156, 43.96780014038086"
CLL2,seaplane_base,Langille Lake Seaplane Base,185,NA,CA,CA-NS,,CLL2,,CLL2,"-64.44779968261719, 44.45000076293945"
CLL3,seaplane_base,Lac Lamothe Water Aerodrome,975,NA,CA,CA-QC,Lac Lamothe,CLL3,,CLL3,"-71.1383, 48.739403"
CLM2,small_airport,Leamington Airport,576,NA,CA,CA-ON,Leamington,CLM2,,CLM2,"-82.5250015258789, 42.025001525878906"
CLM3,seaplane_base,Lake Muskoka/Alport Bay Seaplane Base,739,NA,CA,CA-ON,,CLM3,,CLM3,"-79.38279724121094, 45.02109909057617"
CLM4,heliport,Lamont Health Care Centre Heliport,2126,NA,CA,CA-AB,Lamont,CLM4,,CLM4,"-112.7877, 53.7636"
CLM5,seaplane_base,Lake Muskoka South Seaplane Base,742,NA,CA,CA-ON,Lake Muskoka,CLM5,,CLM5,"-79.4298, 44.966101"
CLM6,seaplane_base,Miller Island Seaplane Base,742,NA,CA,CA-ON,Lake Muskoka,CLM6,,CLM6,"-79.465401, 44.9922"
cln4,small_airport,Beaverlodge / Clanachan Field,2694,NA,CA,CA-AB,,CLN4,,CLN4,"-119.841591, 55.2344931"
CLP2,heliport,Montreal / Laval (Artopex Plus) Heliport,133,NA,CA,CA-QC,Montr̩al,CLP2,,CLP2,"-73.7500204146, 45.5785956158"
CLP3,seaplane_base,Lac Polaris (pourvoirie Mirage),1300,NA,CA,CA-QC,,CLP3,,,"-72.8666666667, 53.8005555556"
CLQ2,heliport,Liverpool (Queens General Hospital) Heliport,67,NA,CA,CA-NS,Liverpool,CLQ2,,CLQ2,"-64.7053420544, 44.038714767200005"
CLR2,seaplane_base,Lake Rosseau/John's Bay Seaplane Base,742,NA,CA,CA-ON,Lake Rosseau,CLR2,,CLR2,"-79.5975, 45.170104"
cls3,small_airport,Fort McMurray / South Liege Airfield,1707,NA,CA,CA-AB,,CLS3,,,"-113.098840714, 56.8323528324"
clv2,small_airport,Stayner (Clearview Field) Airport,870,NA,CA,CA-ON,Stayner,CLV2,,CLV2,"-80.147978, 44.404638"
CLW2,closed,Lewvan (Farr Strip) Airport,1904,NA,CA,CA-SK,Lewvan,,,,"-104.114998, 49.985001"
CLW3,small_airport,Laurel / Whittington,1550,NA,CA,CA-ON,,CLW3,,CLW3,"-80.1772232056, 43.9791679382"
CMA2,small_airport,Mattawa Airport,600,NA,CA,CA-ON,Mattawa,CMA2,,CMA2,"-78.747802734375, 46.29970169067383"
CMA4,seaplane_base,Miminiska Seaplane Base,,NA,CA,CA-ON,,CMA4,,CMA4,"-88.58080291748047, 51.60139846801758"
cmb2,small_airport,Meadowbank Airport,475,NA,CA,CA-NU,Agnico-Eagle Meadowbank Gold Mine,CMB2,,CMB2,"-96.06865882870001, 65.0246615457"
CMB3,seaplane_base,Cambridge (Puslinch Lake) Seaplane Base,1000,NA,CA,CA-ON,Cambridge,CMB3,,CMB3,"-80.257002, 43.4205"
CMB6,seaplane_base,Lake Muskoka East (Milford Bay) Seaplane Base,739,NA,CA,CA-ON,Milford Bay,CMB6,,CMB6,"-79.480289, 45.074922"
CMB7,small_airport,Maxville (Bourdon Farm) Airport,359,NA,CA,CA-ON,,CMB7,,,"-74.807, 45.253"
CMBH,heliport,Mount Belcher Heliport,1000,NA,CA,CA-BC,Mount Belcher,CMBH,,CMBH,"-123.50499725341797, 48.832801818847656"
CMC2,heliport,Edmonton / Misericordia (Community Hospital) Heliport,2320,NA,CA,CA-AB,Edmonton,CMC2,,CMC2,"-113.611055464, 53.520377085199996"
CMC3,heliport,Mayerthorpe (Healthcare Centre) Heliport,2432,NA,CA,CA-AB,Mayerthorpe,CMC3,,CMC3,"-115.133017302, 53.948711409"
CME2,small_airport,Omemee Airport,835,NA,CA,CA-ON,Omemee,CME2,,CME2,"-78.6276, 44.2854"
CME3,small_airport,Bala (Medora Lake),825,NA,CA,CA-ON,,CME3,,CME3,"-79.6797222, 45.0641667"
CMF2,small_airport,Edmonton / Calmar (Maplelane Farm),2520,NA,CA,CA-AB,Edmonton,CMF2,,CMF2,"-113.738236, 53.184654"
CMF3,small_airport,Lethbridge (Mercer Field),3085,NA,CA,CA-AB,,CMF3,,MF3,"-112.561540604, 49.5548112877"
CMF4,small_airport,Port Hope (Millson Field),525,NA,CA,CA-ON,,CMF4,,CMF4,"-78.428691, 43.989209"
CMH2,heliport,Milton (Afi) Heliport,687,NA,CA,CA-ON,Milton,CMH2,,CMH2,"-79.9027343094, 43.532223736400006"
CMH3,heliport,Lacombe (Mustang Helicopters),2889,NA,CA,CA-AB,,CMH3,,CMH3,"-113.82250213623047, 52.37888717651367"
CMH4,heliport,Mirabel H̩lico Heliport,223,NA,CA,CA-QC,Montr̩al,CMH4,,CMH4,"-73.9525, 45.69555"
CMI2,heliport,Minden (Hospital) Heliport,905,NA,CA,CA-ON,Minden,CMI2,,CMI2,"-78.72940063476562, 44.92470169067383"
CMK2,seaplane_base,McKellar (Manitouwabing) Seaplane Base,800,NA,CA,CA-ON,McKellar,CMK2,,CMK2,"-79.917757, 45.501796"
CML2,small_airport,Quamichan Lake (Raven Field) Airport,130,NA,CA,CA-BC,Quamichan Lake,CML2,,CML2,"-123.6510009765625, 48.8119010925293"
CML3,seaplane_base,Mink Lake Water Aerodrome,70,NA,CA,CA-NS,Carleton,CML3,,CML3,"-65.888588, 44.010731"
CML4,seaplane_base,Morrison Lake Seaplane Base,716,NA,CA,CA-ON,Gravenhurst,CML4,,CML4,"-79.461, 44.8705"
CML5,small_airport,Martin's Landing,1115,NA,CA,CA-ON,Thunder Bay,CML5,,CML5,"-89.543002, 48.2936"
CML6,seaplane_base,Six Mile Lake (Hungry Bay) Seaplane Base,622,NA,CA,CA-ON,,CML6,,CML6,"-79.7212, 44.9163"
CMN3,small_airport,St-Michel-de-Napierville Airport,206,NA,CA,CA-QC,St-Michel-de-Napierville,CMN3,,CMN3,"-73.576, 45.213804"
CMN4,small_airport,Minto,2969,NA,CA,CA-YT,,CMN4,,,"-137.221944444, 62.604722222199996"
CMN5,small_airport,Manic-5,1332,NA,CA,CA-QC,,CMN5,,,"-68.8310194016, 50.6577319114"
CMN6,small_airport,Edmonton/Morinville (Mike's Field),2302,NA,CA,CA-AB,,CMN6,,,"-113.563333333, 53.836944444400004"
CMR6,heliport,Camrose / St Mary's Hospital Heliport,2413,NA,CA,CA-AB,Camrose,CMR6,,CMR6,"-112.830169201, 53.0151382454"
CMS2,heliport,Middleton (Soldiers Memorial Hospital) Heliport,53,NA,CA,CA-NS,Middleton,CMS2,,CMS2,"-65.05903959269999, 44.9461283973"
CMS3,seaplane_base,Marina le Nautique Water Aerodrome,1177,NA,CA,CA-QC,St-Michel-des-Saints,CMS3,,CMS3,"-73.898702, 46.69"
CMT2,seaplane_base,Mont-Tremblant (Lac Maskinong̩) Seaplane Base,790,NA,CA,CA-QC,Mont-Tremblant,CMT2,,CMT2,"-74.608452, 46.087825"
CMW3,small_airport,Matawatchan,990,NA,CA,CA-ON,,CMW3,,,"-77.0955276489, 45.1643383253"
CMW4,small_airport,Collins Field,1048,NA,CA,CA-ON,Madawaska,CMW4,,CMW4,"-77.9906, 45.507401"
CMZ2,small_airport,Arthur (Metz Field),1525,NA,CA,CA-ON,Arthur,CMZ2,,CMZ2,"-80.435833, 43.810556"
CNA2,small_airport,Highgate Airport,710,NA,CA,CA-ON,Highgate,CNA2,,CNA2,"-81.8031005859375, 42.55440139770508"
CNA3,small_airport,Springwater Barrie Airpark,963,NA,CA,CA-ON,Springwater,CNA3,,CNA3,"-79.73169708251953, 44.40639877319336"
CNA4,small_airport,Emsdale Airport,1150,NA,CA,CA-ON,Emsdale,CNA4,,CNA4,"-79.3499984741211, 45.54999923706055"
CNA5,heliport,Uxbridge (Cottage Hospital) Heliport,900,NA,CA,CA-ON,Uxbridge,CNA5,,CNA5,"-79.1285777092, 44.1024562729"
CNA8,closed,Winchester Airport,250,NA,CA,CA-ON,Winchester,CNA8,,CNA8,"-75.3032989502, 45.045600891099994"
CNA9,small_airport,Tomvale Airport,890,NA,CA,CA-ON,Plevna,CNA9,,CNA9,"-76.93579864501953, 44.916099548339844"
CNB2,heliport,Bolton Heliport,700,NA,CA,CA-ON,Bolton,CNB2,,CNB2,"-79.6948215365, 43.8521607791"
CNB3,heliport,North Bay Regional Health Centre Helipad,715,NA,CA,CA-ON,North Bay,CNB3,,CNB3,"-79.495869, 46.334854"
CNB4,heliport,Cobourg (Northumberland Hills Hospital) Heliport,343,NA,CA,CA-ON,Cobourg,CNB4,,CNB4,"-78.19999694824219, 43.97719955444336"
CNB5,seaplane_base,Arnprior Seaplane Base,330,NA,CA,CA-ON,Arnprior,CNB5,,CNB5,"-76.35970306396484, 45.407501220703125"
CNB7,seaplane_base,Moosonee Seaplane Base,,NA,CA,CA-ON,,CNB7,,CNB7,"-80.6500015258789, 51.266700744628906"
CNB8,seaplane_base,Sudbury/Ramsey Lake Seaplane Base,810,NA,CA,CA-ON,,CNB8,,CNB8,"-80.98529815673828, 46.47999954223633"
CNC3,medium_airport,Brampton-Caledon Airport,935,NA,CA,CA-ON,,CNC3,,CNC3,"-79.875, 43.7603"
CNC4,small_airport,Guelph Airport,1100,NA,CA,CA-ON,Guelph,CNC4,,CNC4,"-80.19609832763672, 43.563899993896484"
CNC5,seaplane_base,Sudbury/Azilda Seaplane Base,869,NA,CA,CA-ON,,CNC5,,CNC5,"-81.13330078125, 46.53329849243164"
CNC6,closed,Caledonia/Grand River Seaplane Base,605,NA,CA,CA-ON,Caledonia,,,,"-80.051695, 43.086103"
CNC7,seaplane_base,Lake Muskoka/Mortimer'S Point Seaplane Base,739,NA,CA,CA-ON,Port Carling,CNC7,,CNC7,"-79.561095, 45.049999"
CNC8,seaplane_base,Temagami Seaplane Base,962,NA,CA,CA-ON,Temagami,CNC8,,CNC8,"-79.793297, 47.0625"
CNC9,heliport,Perth (Great War Memorial Hospital) Heliport,450,NA,CA,CA-ON,Perth,CNC9,,CNC9,"-76.2536466122, 44.906937941500004"
CND3,closed,Sudbury (Regional Hospital) Heliport,912,NA,CA,CA-ON,Sudbury,CND3,,CND3,"-80.9894970059, 46.4794600253"
CND4,small_airport,Stanhope Municipal Airport,1066,NA,CA,CA-ON,Haliburton,CND4,,CND4,"-78.64, 45.1108333333"
CND6,seaplane_base,Granitehill Lake Seaplane Base,1200,NA,CA,CA-ON,,CND6,,CND6,"-85.19999694824219, 49.099998474121094"
CND7,heliport,Slocan Community Hospital Helipad,1769,NA,CA,CA-BC,New Denver,CND7,,CND7,"-117.3744, 49.9841"
CND9,seaplane_base,Portage Lake Seaplane Base,710,NA,CA,CA-ON,,CND9,,CND9,"-80.2332992553711, 45.766700744628906"
CNE3,small_airport,Bearskin Lake Airport,800,NA,CA,CA-ON,Bearskin Lake,CNE3,XBE,CNE3,"-91.0271987915039, 53.965599060058594"
CNE4,small_airport,Iroquois Falls Airport,1008,NA,CA,CA-ON,Iroquois Falls,CNE4,,CNE4,"-80.79329681396484, 48.74169921875"
CNE5,seaplane_base,Bar River Seaplane Base,580,NA,CA,CA-ON,Bar River,CNE5,,CNE5,"-84.099998, 46.416698"
CNE6,seaplane_base,Geraldton/Hutchison Lake Seaplane Base,1113,NA,CA,CA-ON,Geraldton,CNE6,,CNE6,"-86.938904, 49.784199"
CNE7,seaplane_base,Nakina Seaplane Base,975,NA,CA,CA-ON,,CNE7,,CNE7,"-86.69999694824219, 50.21670150756836"
CNE9,small_airport,Essex Airport,620,NA,CA,CA-ON,Essex,CNE9,,CNE9,"-82.87940216064453, 42.09579849243164"
CNF2,heliport,Haliburton (Hospital) Heliport,1050,NA,CA,CA-ON,Haliburton,CNF2,,CNF2,"-78.5302963256836, 45.03810119628906"
CNF3,small_airport,Pendleton Airport,260,NA,CA,CA-ON,Pendleton,CNF3,,CNF3,"-75.09609985351562, 45.48609924316406"
CNF4,small_airport,Kawartha Lakes (Lindsay) Airport,882,NA,CA,CA-ON,Lindsay,CNF4,,CNF4,"-78.783897, 44.3647"
CNF5,seaplane_base,Batchawana Seaplane Base,601,NA,CA,CA-ON,,CNF5,,CNF5,"-84.5999984741211, 46.91669845581055"
CNF6,seaplane_base,Haliburton Seaplane Base,1043,NA,CA,CA-ON,,CNF6,,CNF6,"-78.56670379638672, 45.00830078125"
CNF8,small_airport,Dwight Airport,1100,NA,CA,CA-ON,Dwight,CNF8,,CNF8,"-78.972504, 45.314445"
CNF9,small_airport,Niagara South Airport,576,NA,CA,CA-ON,Niagara Falls,CNF9,,CNF9,"-79.0635986328125, 42.9994010925293"
CNG2,heliport,Aberdeen Hospital Heliport,75,NA,CA,CA-NS,New Glasgow,CNG2,,CNG2,"-62.6443, 45.572301"
CNG5,heliport,Pembroke (Regional Hospital) Heliport,496,NA,CA,CA-ON,Pembroke,CNG5,,CNG5,"-77.10780334472656, 45.81529998779297"
CNG6,heliport,Walkerton (County of Bruce General Hospital) Heliport,875,NA,CA,CA-ON,Walkerton,CNG6,,CNG6,"-81.1524519324, 44.121353921799994"
CNG8,heliport,Greater Niagara General Hospital Heliport,640,NA,CA,CA-ON,Niagara Falls,CNG8,,CNG8,"-79.0919, 43.105803"
CNH2,small_airport,Natuashish Airport,30,NA,CA,CA-NL,Natuashish,CNH2,YNP,CNH2,"-61.184399, 55.913898"
CNH3,closed,Durham (Mulock) Airport,1100,NA,CA,CA-ON,Durham,CNH3,,CNH3,"-80.91390228271484, 44.22919845581055"
CNH4,heliport,Niagara Health System Heliport,332,NA,CA,CA-ON,St. Catharines,CNH4,,CNH4,"-79.2807, 43.1518"
CNH6,seaplane_base,Hawk Junction Seaplane Base,1030,NA,CA,CA-ON,,CNH6,,CNH6,"-84.55000305175781, 48.08330154418945"
CNH7,seaplane_base,North Bay Seaplane Base,663,NA,CA,CA-ON,,CNH7,,CNH7,"-79.40139770507812, 46.33110046386719"
CNH9,heliport,Nanaimo (West Coast) Heliport,200,NA,CA,CA-BC,Nanaimo,CNH9,,CNH9,"-123.989083394, 49.184866604"
CNJ3,small_airport,Fort Erie Airport,625,NA,CA,CA-ON,Fort Erie,CNJ3,,CNJ3,"-78.957452774, 42.9172121601"
CNJ4,small_airport,Orillia-RAMA Regional Airport,725,NA,CA,CA-ON,Orillia,CNJ4,,CNJ4,"-79.310217, 44.677656"
CNJ5,seaplane_base,Hearst/Carey Lake Seaplane Base,801,NA,CA,CA-ON,Hearst,CNJ5,,CNJ5,"-84.0247, 49.7439"
CNJ6,seaplane_base,Hornepayne Seaplane Base,1100,NA,CA,CA-ON,,CNJ6,,CNJ6,"-84.88330078125, 49.18330001831055"
CNJ8,seaplane_base,White River Seaplane Base,1380,NA,CA,CA-ON,White River,CNJ8,YWR,CNJ8,"-85.223297, 48.6269"
CNK2,closed,Kincardine (Ellis Field) Airport,925,NA,CA,CA-ON,Kincardine,CNK2,,CNK2,"-81.40059661865234, 44.15610122680664"
CNK4,small_airport,Parry Sound Area Municipal Airport,832,NA,CA,CA-ON,Parry Sound,CNK4,YPD,CNK4,"-79.829697, 45.2575"
