ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
EGSG,small_airport,Stapleford Aerodrome,183,EU,GB,GB-ENG,Stapleford Tawney,EGSG,,,"0.155833005905, 51.652500152600005"
EGSH,large_airport,Norwich International Airport,117,EU,GB,GB-ENG,Norwich,EGSH,NWI,,"1.28278005123, 52.6758003235"
EGSI,small_airport,Marshland Airfield,-6,EU,GB,GB-ENG,Wisbech,EGSI,,,"0.295, 52.643611"
EGSJ,small_airport,Seething Airfield,130,EU,GB,GB-ENG,Seething,EGSJ,,,"1.4172199964499999, 52.511100769"
EGSK,closed,RAF Hethel,,EU,GB,GB-ENG,Hethel,EGSK,,,"1.1733299493789673, 52.562801361083984"
EGSL,small_airport,Andrewsfield,286,EU,GB,GB-ENG,Braintree,EGSL,,,"0.449167, 51.895"
EGSM,small_airport,Beccles Airfield,80,EU,GB,GB-ENG,Beccles,EGSM,,,"1.61833, 52.435299"
EGSN,small_airport,Bourn Airfield,226,EU,GB,GB-ENG,Cambridge,EGSN,,,"-0.0425, 52.210602"
EGSO,small_airport,Crowfield Airfield,201,EU,GB,GB-ENG,Stowmarket,EGSO,,,"1.111109972, 52.17110061649999"
EGSP,small_airport,Peterborough/Sibson Airport,130,EU,GB,GB-ENG,Peterborough,EGSP,,,"-0.386388987303, 52.5558013916"
EGSQ,small_airport,Clacton Airfield,37,EU,GB,GB-ENG,Clacton-on-Sea,EGSQ,,,"1.13, 51.785"
EGSR,small_airport,Earls Colne Airfield,226,EU,GB,GB-ENG,Earles Colne,EGSR,,,"0.682500004768, 51.9143981934"
EGSS,large_airport,London Stansted Airport,348,EU,GB,GB-ENG,London,EGSS,STN,,"0.234999999404, 51.8849983215"
EGST,small_airport,Elmsett Airfield,246,EU,GB,GB-ENG,Hadleigh,EGST,,,"0.9775, 52.077202"
EGSU,small_airport,Duxford Aerodrome,125,EU,GB,GB-ENG,Duxford,EGSU,,,"0.131944, 52.090801"
EGSV,small_airport,Old Buckenham Airfield,194,EU,GB,GB-ENG,Old Buckenham,EGSV,,,"1.05194, 52.497501"
EGSW,small_airport,Newmarket Heath Airfield,100,EU,GB,GB-ENG,Newmarket,EGSW,,,"0.350643, 52.235147"
EGSX,small_airport,North Weald Airport,321,EU,GB,GB-ENG,North Weald Bassett,EGSX,,,"0.154166996479, 51.721698761"
EGSY,closed,Sheffield City Heliport,231,EU,GB,GB-ENG,Sheffield,,,,"-1.38849, 53.394299"
EGTA,closed,Aylesbury/Thame Airfield,289,EU,GB,GB-ENG,Aylesbury,EGTA,,,"-0.940278, 51.775799"
EGTB,small_airport,Wycombe Air Park,515,EU,GB,GB-ENG,High Wycombe,EGTB,HYC,,"-0.8083329796790001, 51.6116981506"
EGTC,medium_airport,Cranfield Airport,360,EU,GB,GB-ENG,Cranfield,EGTC,,,"-0.616667, 52.072201"
EGTD,small_airport,Dunsfold Aerodrome,172,EU,GB,GB-ENG,Dunsfold,EGTD,,,"-0.535833001137, 51.1171989441"
EGTE,large_airport,Exeter International Airport,102,EU,GB,GB-ENG,Exeter,EGTE,EXT,,"-3.4138898849487305, 50.73440170288086"
EGTF,small_airport,Fairoaks Airport,80,EU,GB,GB-ENG,Woking,EGTF,,,"-0.558888971806, 51.3480987549"
EGTG,closed,Bristol Filton Airport,226,EU,GB,GB-ENG,Bristol,EGTG,FZO,,"-2.59083008766, 51.5194015503"
EGTH,small_airport,Old Warden Airfield,110,EU,GB,GB-ENG,Old Warden,EGTH,,,"-0.318727, 52.087883"
EGTI,closed,Leavesden Aerodrome,335,EU,GB,GB-ENG,Watford,EGTI,,,"-0.4205560088157654, 51.68920135498047"
EGTK,medium_airport,Oxford (Kidlington) Airport,270,EU,GB,GB-ENG,Kidlington,EGTK,OXF,,"-1.32000005245, 51.8368988037"
EGTO,small_airport,Rochester Airport,436,EU,GB,GB-ENG,Rochester,EGTO,RCS,,"0.5033329725265503, 51.351898193359375"
EGTP,small_airport,Perranporth Airfield,330,EU,GB,GB-ENG,Perranporth,EGTP,,,"-5.177499771118164, 50.33169937133789"
EGTR,small_airport,Elstree Airfield,332,EU,GB,GB-ENG,Watford,EGTR,,,"-0.325832992792, 51.6557998657"
EGTU,small_airport,Dunkeswell Airport,839,EU,GB,GB-ENG,Dunkeswell,EGTU,,,"-3.2347222, 50.86"
EGTW,small_airport,Oaksey Park Airport,250,EU,GB,GB-ENG,Malmesbury,EGTW,,,"-2.01471996307, 51.632198333699996"
EGUA,closed,RAF Upper Heyford,436,EU,GB,GB-ENG,Upper Heyford,EGUA,UHF,,"-1.2488900423, 51.9375"
EGUB,medium_airport,RAF Benson,226,EU,GB,GB-ENG,Benson,EGUB,BEX,,"-1.09582996368, 51.616401672399995"
EGUD,small_airport,RAF Abingdon,259,EU,GB,GB-ENG,Abingdon,EGUD,,,"-1.3166699409500002, 51.690299987799996"
EGUK,closed,Waterbeach Airfield,19,EU,GB,GB-ENG,Waterbeach,,,,"0.184532, 52.281742"
EGUL,large_airport,RAF Lakenheath,32,EU,GB,GB-ENG,Lakenheath,EGUL,LKZ,,"0.56099998951, 52.409301757799994"
EGUN,large_airport,RAF Mildenhall,33,EU,GB,GB-ENG,Mildenhall,EGUN,MHZ,,"0.48640599846839905, 52.361900329589844"
EGUO,closed,RAF Colerne Air Base,593,EU,GB,GB-ENG,Colerne,EGUO,,,"-2.28639, 51.439098"
EGUP,small_airport,RAF Sculthorpe,213,EU,GB,GB-ENG,Fakeham,EGUP,,,"0.766389012336731, 52.84669876098633"
EGUT,closed,RAF Tangmere,41,EU,GB,GB-ENG,Tangmere,EGUT,,,"-0.706389, 50.845833"
EGUV,closed,RAF Thorney Island,12,EU,GB,GB-ENG,West Thorney,EGUV,,,"-0.9200336, 50.816048"
EGUW,medium_airport,Wattisham Airfield,284,EU,GB,GB-ENG,Stowmarket,EGUW,,,"0.956189, 52.127451"
EGUY,medium_airport,RAF Wyton,135,EU,GB,GB-ENG,St. Ives,EGUY,QUY,,"-0.107832998037, 52.3572006226"
EGVA,large_airport,RAF Fairford,286,EU,GB,GB-ENG,Fairford,EGVA,FFD,,"-1.7900300025900002, 51.6822013855"
EGVF,heliport,Fleetlands Heliport,3,EU,GB,GB-ENG,Gosport,EGVF,PME,,"-1.1691700220099999, 50.8353004456"
EGVG,closed,RAF Woodbridge,95,EU,GB,GB-ENG,Woodbridge,EGVG,,,"1.4058300256729126, 52.09000015258789"
EGVJ,closed,RAF Bentwaters,85,EU,GB,GB-ENG,Woodbridge,EGVJ,BWY,,"1.43472003937, 52.1274986267"
EGVL,closed,RAF Little Rissington,730,EU,GB,GB-ENG,,EGVL,,,"-1.695333, 51.8675"
EGVN,large_airport,RAF Brize Norton,288,EU,GB,GB-ENG,Brize Norton,EGVN,BZZ,,"-1.58362, 51.75"
EGVO,medium_airport,RAF Odiham,405,EU,GB,GB-ENG,Odiham,EGVO,ODH,,"-0.94282501936, 51.2341003418"
EGVP,small_airport,Middle Wallop Airfield,297,EU,GB,GB-ENG,Middle Wallop,EGVP,,,"-1.56860995293, 51.1394004822"
EGVT,small_airport,Wethersfield Air Base,322,EU,GB,GB-ENG,Wethersfield,EGVT,,,"0.509444, 51.971901"
EGWA,heliport,Andover Airfield,249,EU,GB,GB-ENG,Andover,EGWA,,,"-1.528236866, 51.2079048157"
EGWC,medium_airport,DCAE Cosford Air Base,272,EU,GB,GB-ENG,Cosford,EGWC,,,"-2.30558, 52.639999"
EGWE,small_airport,RAF Henlow,206,EU,GB,GB-ENG,Henlow,EGWE,,,"-0.303849995136, 52.0181999207"
EGWN,small_airport,RAF Halton,370,EU,GB,GB-ENG,Halton,EGWN,,,"-0.7379720211030001, 51.7906990051"
EGWU,medium_airport,RAF Northolt,124,EU,GB,GB-ENG,London,EGWU,NHT,,"-0.418166995049, 51.553001403799996"
EGWZ,closed,RAF Alconbury,157,EU,GB,GB-ENG,Huntingdon,EGWZ,AYH,,"-0.219722002745, 52.374401092499994"
EGXA,closed,RAF Manby,50,EU,GB,GB-ENG,Manby,EGXA,,,"0.0861111111111, 53.3611111111"
EGXB,closed,Binbrook Airfield,,EU,GB,GB-ENG,Grimsby,EGXB,GSY,,"-0.209999993443, 53.4467010498"
EGXC,medium_airport,RAF Coningsby,25,EU,GB,GB-ENG,Coningsby,EGXC,QCY,,"-0.166014000773, 53.0929985046"
EGXD,medium_airport,RAF Dishforth,117,EU,GB,GB-ENG,Dishforth,EGXD,,,"-1.42025005817, 54.1371994019"
EGXE,medium_airport,RAF Leeming Air Base,132,EU,GB,GB-ENG,Leeming,EGXE,,,"-1.5354, 54.2924"
EGXG,medium_airport,Leeds East Airport,29,EU,GB,GB-ENG,Church Fenton,EGCM,,,"-1.1955, 53.834301"
EGXH,medium_airport,RAF Honington,174,EU,GB,GB-ENG,Thetford,EGXH,BEQ,,"0.7729390263557434, 52.34260177612305"
EGXJ,closed,RAF Cottesmore,461,EU,GB,GB-ENG,Cottesmore,EGXJ,OKH,,"-0.648769, 52.735699"
EGXN,closed,RAF Newton,180,EU,GB,GB-ENG,,EGXN,,,"-0.9894440174102783, 52.966400146484375"
EGXP,medium_airport,RAF Scampton,202,EU,GB,GB-ENG,Scampton,EGXP,SQZ,,"-0.550832986832, 53.307800293"
EGXQ,closed,RAF Lindholme,20,EU,GB,GB-ENG,Doncaster,EGXQ,,,"-0.967, 53.549999"
EGXS,closed,RAF Swinderby,69,EU,GB,GB-ENG,Swinderby,EGXS,,,"-0.6822220087051392, 53.14970016479492"
EGXT,medium_airport,RAF Wittering,273,EU,GB,GB-ENG,Wittering,EGXT,,,"-0.476453, 52.612598"
EGXU,medium_airport,RAF Linton-On-Ouse,53,EU,GB,GB-ENG,Linton-On-Ouse,EGXU,HRT,,"-1.2527500391, 54.0489006042"
EGXV,closed,RAF Leconfield,36,EU,GB,GB-ENG,Leconfield,EGXV,,,"-0.435, 53.875801"
EGXW,medium_airport,RAF Waddington,231,EU,GB,GB-ENG,Waddington,EGXW,WTN,,"-0.523810982704, 53.1661987305"
EGXY,small_airport,RAF Syerston,228,EU,GB,GB-ENG,Newark,EGXY,,,"-0.9111109972000122, 53.02280044555664"
EGXZ,medium_airport,RAF Topcliffe,92,EU,GB,GB-ENG,Topcliffe,EGXZ,,,"-1.3820899725, 54.205501556399994"
EGYC,closed,RAF Coltishall,66,EU,GB,GB-ENG,Norwich,EGYC,CLF,,"1.35722, 52.7547"
EGYD,medium_airport,RAF Cranwell,218,EU,GB,GB-ENG,Cranwell,EGYD,,,"-0.48324200511, 53.0303001404"
EGYE,medium_airport,RAF Barkston Heath,367,EU,GB,GB-ENG,Grantham,EGYE,,,"-0.561625003815, 52.962200164799995"
EGYI,small_airport,Strubby Glider Field,46,EU,GB,GB-ENG,Strubby,,,,"0.16737, 53.30775"
EGYM,medium_airport,RAF Marham,75,EU,GB,GB-ENG,Marham,EGYM,KNF,,"0.550692, 52.648395"
EGYO,small_airport,North Coates,,EU,GB,GB-ENG,,EGYO,,,"0.0625, 53.498"
EGZL,small_airport,Feshiebridge Glider Field,,EU,GB,GB-SCT,,EGZL,,,"-3.891667, 57.103667"
EGZV,small_airport,Lundy Island Airfield,455,EU,GB,GB-ENG,,EGZV,,,"-4.670758, 51.170505"
EWY,closed,RAF Greenham Common,400,EU,GB,GB-ENG,Berkshire,EGVI,EWY,,"-1.281, 51.379"
FEA,small_airport,Fetlar Airport,263,EU,GB,GB-SCT,Fetlar Island,,FEA,,"-0.872777777778, 60.6033333333"
GB-0001,closed,RAF Barford St. John,,EU,GB,GB-ENG,,,,,"-1.3575400114059448, 52.004798889160156"
GB-0002,small_airport,Fishburn Airfield,377,EU,GB,GB-ENG,Sedgefield,,,,"-1.4583100080490112, 54.686798095703125"
GB-0003,closed,Alexandra Park Aerodrome,,EU,GB,GB-ENG,Manchester,,,,"-2.250200033187866, 53.4364013671875"
GB-0004,closed,RAF Molesworth,,EU,GB,GB-ENG,Molesworth,,,,"-0.41705000400543213, 52.38381576538086"
GB-0005,small_airport,Kirkbride Airfield,16,EU,GB,GB-ENG,Kirkbride,EGZF,,,"-3.2006, 54.882"
GB-0006,small_airport,Draycott Farm,498,EU,GB,GB-ENG,Swindon,,,,"-1.74381995201, 51.4934005737"
GB-0007,small_airport,Enstone Aerodrome,550,EU,GB,GB-ENG,Oxfordshire,EGTN,,,"-1.4285, 51.928166666699994"
GB-0008,small_airport,Causeway Airfield,33,EU,GB,GB-NIR,Coleraine,,,,"-6.5834, 55.05811"
GB-0009,small_airport,Aboyne Airfield,463,EU,GB,GB-SCT,Aboyne,EGZM,,,"-2.839444, 57.075556"
GB-0010,small_airport,Spanhoe,,EU,GB,GB-ENG,,,,,"-0.62019109726, 52.5582207203"
GB-0011,small_airport,Aston Down Airfield,598,EU,GB,GB-ENG,Minchinhampton,,,,"-2.13055555556, 51.7080555556"
GB-0012,closed,Benone Strand/Londerry Airfield,4,EU,GB,GB-NIR,Benone,,,,"-6.859167, 55.166667"
GB-0013,small_airport,Bidford Airfield,131,EU,GB,GB-ENG,Bidford on Avon,,,,"-1.85027777778, 52.1377777778"
GB-0014,small_airport,Blease Hall,315,EU,GB,GB-ENG,Old Hutton,,,,"-2.69361111111, 54.2936111111"
GB-0015,small_airport,Brent Tor Glider Field,851,EU,GB,GB-ENG,Tavistock,,,,"-4.145278, 50.5925"
GB-0016,small_airport,Bryngwyn Bach Airfield,650,EU,GB,GB-WLS,Rhuallt,,,,"-3.35611111111, 53.27"
GB-0017,small_airport,Burn Airfield,25,EU,GB,GB-ENG,Selby,,,,"-1.08444444444, 53.745833333300006"
GB-0018,small_airport,Camphill Airfield,1300,EU,GB,GB-ENG,Great Hucklow,,,,"-1.73138888889, 53.305"
GB-0019,closed,Carlton Moor Airfield,1234,EU,GB,GB-ENG,Ashbourne,,,,"-1.200556, 54.411111"
GB-0020,closed,RAF St. David's,,EU,GB,GB-WLS,,,,,"-5.216221, 51.886134"
GB-0021,closed,RAF Catterick,172,EU,GB,GB-ENG,Catterick,,,,"-1.61808013916, 54.3665084231"
GB-0022,small_airport,Bristol and Gloucestershire Gliding Club,,EU,GB,GB-ENG,,,,,"-2.283697, 51.713682"
GB-0023,small_airport,Shenstone Hall Farm Airstrip,,EU,GB,GB-ENG,Shenstone,,,,"-1.823226, 52.640056"
GB-0024,small_airport,Croft Farm Airfield,66,EU,GB,GB-ENG,Defford,,,,"-2.13572222222, 52.0856666667"
GB-0025,small_airport,Dorset Gliding Club (Eyres Field),100,EU,GB,GB-ENG,,,,,"-2.219496, 50.708933"
GB-0026,small_airport,Newton Peveril Airfield,120,EU,GB,GB-ENG,,,,,"-2.09641456604, 50.7950039633"
GB-0027,small_airport,Stancombe Farm Airstrip (Private),,EU,GB,GB-ENG,Litton Cheney,,,,"-2.6344656944300002, 50.7245301059"
GB-0028,heliport,Morn Farm Helipad (Private),,EU,GB,GB-ENG,Chickerell,,,,"-2.51304209232, 50.6251751577"
GB-0029,small_airport,Melbury Airstrip,,EU,GB,GB-ENG,Melbury,,,,"-2.6180083, 50.8794545"
GB-0030,small_airport,Langar Airfield,121,EU,GB,GB-ENG,Langar,,,,"-0.90101, 52.89593"
GB-0031,small_airport,Middle Pymore Farm Airstrip (Private),,EU,GB,GB-ENG,Pymore Bridport,,,,"-2.75954246521, 50.7512824893"
GB-0032,small_airport,Bath Wilts & North Dorset Gliding Club,,EU,GB,GB-ENG,Kingston Deverill,,,,"-2.2460174560499997, 51.12889923349999"
GB-0033,small_airport,Heywood Farm Airstrip,217,EU,GB,GB-ENG,Taunton,,,,"-3.24156761169, 51.003871789499996"
GB-0034,small_airport,Cottage Farm Airstrip UL,,EU,GB,GB-ENG,Norton-Juxta-Twycross,,,,"-1.520657, 52.669857"
GB-0035,small_airport,Old Park Farm Airstrip,,EU,GB,GB-WLS,Port Talbot,,,,"-3.71732711792, 51.547269127499995"
GB-0036,small_airport,Horse Leys Farm Airstrip,,EU,GB,GB-ENG,Burton-on-the-Wolds,,,,"-1.096687, 52.784969"
GB-0037,small_airport,White Ox Mead Airstrip,,EU,GB,GB-ENG,Peasdown St John,,,,"-2.400856, 51.319831"
GB-0038,small_airport,Eshott Airfield,197,EU,GB,GB-ENG,Eshott,,,,"-1.71489715576, 55.2804841148"
GB-0039,closed,Brunton Airfield,,EU,GB,GB-ENG,Brunton,,,,"-1.67790412903, 55.5245496174"
GB-0040,closed,Northrepps International Airport,165,EU,GB,GB-ENG,Cromer,,,,"1.328642, 52.901659"
GB-0041,heliport,RAF Boulmer,77,EU,GB,GB-ENG,Boulmer,EGQM,,,"-1.600571, 55.421025"
GB-0042,small_airport,Lower Upham Airfield,,EU,GB,GB-ENG,Bishops Waltham,,,,"-1.248493, 50.972508"
GB-0043,closed,RAF Dallachy Air Base,,EU,GB,GB-SCT,,,,,"-3.065902, 57.656957"
GB-0044,small_airport,Lower Upham Farm Airfield,450,EU,GB,GB-ENG,Malborough,,,,"-1.71270847321, 51.4966945187"
GB-0045,small_airport,Clench Common Airfield,623,EU,GB,GB-ENG,Marlborough,,,,"-1.733522, 51.389941"
GB-0046,small_airport,Keyston Airfield,230,EU,GB,GB-ENG,Huntingdon,,,,"-0.47833442688, 52.367424311"
GB-0047,small_airport,Cromer/Northrepps Aerodrome,181,EU,GB,GB-ENG,Cromer,,,,"1.32106, 52.893807"
GB-0048,small_airport,Easter Airfield,22,EU,GB,GB-SCT,Fearn,,,,"-3.942289, 57.75419"
GB-0049,small_airport,Bowerswaine Farm Airfield,135,EU,GB,GB-ENG,Wimbourne,,,,"-1.98431968689, 50.8898779146"
GB-0050,small_airport,Wing Farm Airfield,435,EU,GB,GB-ENG,Longbridge Deveril,,,,"-2.20859527588, 51.1634405793"
GB-0051,small_airport,Colemore Farm Airfield,610,EU,GB,GB-ENG,Faringdon,,,,"-1.0107421875, 51.0609257603"
GB-0052,small_airport,Eggesford Airfield,576,EU,GB,GB-ENG,Chulmleigh,,,,"-3.86366844177, 50.866929123"
GB-0053,closed,Lower Manor Farm Airstrip,,EU,GB,GB-ENG,Chickerell,,,,"-2.517672, 50.627714"
GB-0054,small_airport,Yatesbury Airfield,525,EU,GB,GB-ENG,Malborough,,,,"-1.9127368927, 51.4319391135"
GB-0055,small_airport,Milton Airfield,150,EU,GB,GB-ENG,Peterborough,,,,"-0.32735824585, 52.5840688827"
GB-0056,small_airport,Roche Barton Farm Airstrip,439,EU,GB,GB-ENG,,,,,"-4.805596, 50.419898"
GB-0057,small_airport,Walton Wood Airfield,180,EU,GB,GB-ENG,Wrangbrook,,,,"-1.26145362854, 53.6307962719"
GB-0058,small_airport,Boston Aerodrome,10,EU,GB,GB-ENG,Boston,,,,"-0.0707674026489, 52.9745654966"
GB-0059,small_airport,Steventon Private Airstrip,,EU,GB,GB-ENG,,,,,"-1.333915, 51.621133"
GB-0060,small_airport,Porthtowan Airfield,,EU,GB,GB-ENG,Porthtowan,,,,"-5.2298784256, 50.284211608300005"
GB-0061,closed,Manstage Airfield,800,EU,GB,GB-ENG,Oakhampton,,,,"-4.124357, 50.729461"
GB-0062,small_airport,Branscombe Airfield,500,EU,GB,GB-ENG,Branscombe,,,,"-3.15502882004, 50.697959515899996"
GB-0063,small_airport,Farway Common Airfield,771,EU,GB,GB-ENG,Sidford,,,,"-3.179255, 50.737107"
GB-0064,small_airport,Ashcroft Airfield,150,EU,GB,GB-ENG,Winsford,EGCR,,,"-2.57217407227, 53.1644238046"
GB-0065,small_airport,Audley End Airfield,283,EU,GB,GB-ENG,Safron Waldon,EG02,,,"0.224275588989, 52.009136535699994"
GB-0066,small_airport,Eddsfield Airfield,,EU,GB,GB-ENG,Eddsfield,,,,"-0.4617264, 54.111371"
GB-0067,closed,Canterbury Airfield,300,EU,GB,GB-ENG,Canterbury,EG11,,,"0.999584, 51.291875"
GB-0068,small_airport,Gigha Airfield,35,EU,GB,GB-SCT,Gigha Island,EGEJ,,,"-5.75503349304, 55.6551708463"
GB-0069,small_airport,Egerton Airfield,150,EU,GB,GB-ENG,Egerton,,,,"0.6884908676150001, 51.1913670406"
GB-0070,closed,Hoy/Longhope Airfield,30,EU,GB,GB-SCT,Orkney Isle,,HOY,,"-3.216076, 58.791779"
GB-0071,small_airport,High Easter Airfield,,EU,GB,GB-ENG,High Easter,,,,"0.34083366394, 51.8062266163"
GB-0072,small_airport,Hibaldstow Airfield,30,EU,GB,GB-ENG,Hibaldstow,,,,"-0.517730712891, 53.4956029923"
GB-0073,small_airport,Hinton-in-the-Hedges Airfield,505,EU,GB,GB-ENG,Hinton-in-the-Hedges,,,,"-1.207157, 52.028717"
GB-0074,closed,RAF Bottesford,104,EU,GB,GB-ENG,Normanton,,,,"-0.779926, 52.963904"
GB-0075,small_airport,Elvington Airfield,48,EU,GB,GB-ENG,York,EGYK,,,"-0.991344451904, 53.9231444281"
GB-0076,small_airport,Lane Farm Airstrip,,EU,GB,GB-WLS,,,,,"-3.197891, 52.115335"
GB-0077,small_airport,Finmere Aerodrome,,EU,GB,GB-ENG,Buckingham,,,,"-1.06515884399, 51.984985860799995"
GB-0078,small_airport,Great Massingham Airfield,,EU,GB,GB-ENG,,,,,"0.679607391357, 52.7817928573"
GB-0079,small_airport,Manor Farm Airstrip,,EU,GB,GB-ENG,,,,,"-1.6735274, 51.3078209"
GB-0080,closed,RNAS Arbroath / HMS Condor / RM Condor Air Base,161,EU,GB,GB-SCT,Arbroath,,,,"-2.615604, 56.581045"
GB-0081,closed,RAF Nutts Corner / Belfast-Nutts Corner Airport,,EU,GB,GB-NIR,,,,,"-6.1545753479, 54.630282206699995"
GB-0082,closed,RAF Methold,,EU,GB,GB-ENG,,,,,"0.548801422119, 52.5119377023"
GB-0083,closed,RNAS/RAF Donibristle / HMS Merlin,,EU,GB,GB-SCT,,,,,"-3.35366249084, 56.0341708219"
GB-0084,closed,Redlands airfield,320,EU,GB,GB-ENG,"Swindon, Wiltshire, UK",,,,"-1.704444, 51.560833"
GB-0085,closed,RAF Hixon,,EU,GB,GB-ENG,Staffordshire,,,HX,"-2.00852394104, 52.837410030899996"
GB-0086,closed,RAF Abbots Bromley,,EU,GB,GB-ENG,Staffordshire,,,,"-1.8915796, 52.8250683"
GB-0087,closed,RAF Acaster Malbis,26,EU,GB,GB-ENG,North Yorkshire,,,,"-1.11983299255, 53.879806506"
GB-0088,closed,RFCS Southfields / RAF Acklington,,EU,GB,GB-ENG,Northumberland,,,,"-1.634444, 55.296111"
GB-0089,closed,RAF Akeman Street,,EU,GB,GB-ENG,Oxfordshire,,,,"-1.515556, 51.823889"
GB-0090,closed,RAF Aldermaston,,EU,GB,GB-ENG,Berkshire,,,,"-1.14137649536, 51.3702532906"
GB-0091,closed,RFC All Hallows / RAF All Hallows,,EU,GB,GB-ENG,Kent,,,,"0.6348466873169999, 51.4657720416"
GB-0092,closed,RAF Alness / RAF Invergordon,,EU,GB,GB-SCT,Ross and Cromarty,,,,"-4.260309, 57.68202"
GB-0093,small_airport,Staindrop Private Airstrip,,EU,GB,GB-ENG,,,,,"-1.792738, 54.57053"
GB-0094,closed,RAF Andrews Field / RAF Great Saling,39,EU,GB,GB-ENG,Essex,,,,"0.460278, 51.8975"
GB-0095,closed,RAF Ansty,381,EU,GB,GB-ENG,Warwickshire,,,,"-1.408611, 52.429167"
GB-0096,closed,HMS Goldcrest / RAF Angle / RNAS Angle,,EU,GB,GB-WLS,Pembrokeshire,,,,"-5.095575, 51.672954"
GB-0097,closed,RFC Anwick / RAF Anwick,200,EU,GB,GB-ENG,Lincolnshire,,,,"-0.349897, 53.047742"
GB-0098,closed,RAF Appledram,15,EU,GB,GB-ENG,West Sussex,,,,"-0.807495117188, 50.8091890506"
GB-0099,closed,RAF Ashbourne,,EU,GB,GB-ENG,Derbyshire,,,,"-1.706944, 53.006944"
GB-0100,closed,RAF Ashford,,EU,GB,GB-ENG,Kent,,,,"0.816111, 51.125278"
GB-0101,closed,RAF Atcham,190,EU,GB,GB-ENG,Shropshire,,,,"-2.636667, 52.690278"
GB-0102,closed,RAF Atherstone,193,EU,GB,GB-ENG,Warwickshire,,,,"-1.686667, 52.161111"
GB-0103,closed,RAF Attlebridge,,EU,GB,GB-ENG,Norfolk,,,,"1.1127948761, 52.6924336379"
GB-0104,closed,RAF Babdown Farm,,EU,GB,GB-ENG,Gloucestershire,,,,"-2.2237014770499997, 51.6443087221"
GB-0105,closed,RAF Bacton,,EU,GB,GB-ENG,Norfolk,,,,"1.479, 52.838"
GB-0106,closed,RAF Balado Bridge,424,EU,GB,GB-SCT,Tayside,,,,"-3.462222, 56.211944"
GB-0107,closed,RAF Balderton,,EU,GB,GB-ENG,Nottinghamshire,,,,"-0.785833, 53.036389"
GB-0108,closed,RAF Ballyhalbert,,EU,GB,GB-NIR,County Down,,,,"-5.47, 54.496"
GB-0109,closed,RAF Banff,,EU,GB,GB-SCT,Aberdeenshire,,,,"-2.64053, 57.666903"
GB-0110,closed,RAF Bardney,39,EU,GB,GB-ENG,Lincolnshire,,,,"-0.291944, 53.225278"
GB-0111,closed,RAF Barton Bendish,,EU,GB,GB-ENG,Norfolk,,,,"0.54, 52.61"
GB-0112,closed,RAF Bassingbourn,,EU,GB,GB-ENG,Hertfordshire,,,,"-0.0534725189209, 52.0964087747"
GB-0113,closed,RAF Bircotes,108,EU,GB,GB-ENG,South Yorkshire,,,,"-1.0375213623, 53.4338273019"
GB-0114,closed,RAF Beaulieu,,EU,GB,GB-ENG,Hampshire,,,,"-1.5046119689900002, 50.80615168869999"
GB-0115,closed,RAF Bekesbourne,,EU,GB,GB-ENG,Kent,,,,"1.160015, 51.252397"
GB-0116,closed,RAF Bempton,,EU,GB,GB-ENG,Yorkshire,,,,"-0.1778, 54.1499"
GB-0117,closed,RAF Bibury,,EU,GB,GB-ENG,Gloucestershire,,,,"-1.836111, 51.781389"
GB-0118,closed,RAF Birch,,EU,GB,GB-ENG,Essex,,,,"0.780556, 51.8425"
GB-0119,closed,RAF Bircham Newton,,EU,GB,GB-ENG,Norfolk,,,,"0.657, 52.875"
GB-0120,closed,RAF Bishopscourt,,EU,GB,GB-NIR,County Down,,,,"-5.57547569275, 54.3074102846"
GB-0121,closed,RAF Bisterne,,EU,GB,GB-ENG,Hampshire,,,,"-1.780556, 50.818333"
GB-0122,closed,RAF Bitteswell,,EU,GB,GB-ENG,Leicestershire,,,,"-1.246111, 52.459444"
GB-0123,closed,RAF Blakehill Farm,,EU,GB,GB-ENG,Wiltshire,,,,"-1.88921928406, 51.622226452099994"
GB-0124,closed,RAF Blyton,79,EU,GB,GB-ENG,Lincolnshire,,,,"-0.693611, 53.451111"
GB-0125,closed,RAF Bodney,,EU,GB,GB-ENG,Norfolk,,,,"0.714712142944, 52.5616384552"
GB-0126,closed,RAF Bognor,,EU,GB,GB-ENG,West Sussex,,,,"-0.702928, 50.796205"
GB-0127,small_airport,Bolt Head,430,EU,GB,GB-ENG,Salcombe (Devon),,,,"-3.801613, 50.223845"
GB-0128,closed,RAF Bottisham,,EU,GB,GB-ENG,Cambridgeshire,,,,"0.2571, 52.2138"
GB-0129,closed,RAF Boulmer Air Base,50,EU,GB,GB-ENG,Northumberland,,,,"-1.597223, 55.408309"
GB-0130,closed,RAF Bovingdon,,EU,GB,GB-ENG,Hertfordshire,,,,"-0.543333, 51.726944"
GB-0131,closed,RAF Boxted,,EU,GB,GB-ENG,Essex,,,,"0.931944, 51.937778"
GB-0132,closed,RAF Bracebridge Heath,,EU,GB,GB-ENG,Lincolnshire,,,,"-0.523584, 53.19244"
GB-0133,closed,RAF Bradwell Bay,,EU,GB,GB-ENG,Essex,,,,"0.901667, 51.735278"
GB-0134,closed,RAF Bramcote / HMS Gamecock,354,EU,GB,GB-ENG,Warwickshire,,,,"-1.399167, 52.489722"
